station_id,name,category,distance,rating,review_count,price
15,Eñe Restaurante,restaurants,25,2.5,2,4
15,Corrientes 348,restaurants,169,4.0,1,0
15,Bistro L'entrecote D'olivier,restaurants,173,4.2,6,4
15,Dhaigo,restaurants,191,3.8,6,3
15,Nazca Restobar,restaurants,260,5.0,1,2
15,Lanchonete Mocidade Europa,restaurants,52,0.0,0,0
15,PÃO,bakeries,49,0.0,0,0
15,Nova Pão Kent Padaria e Confeitaria Ltda.,bakeries,83,0.0,0,2
15,Nova Pão Kent,bakeries,83,0.0,0,0
15,Nova Pão Kente Padaria e Confeitaria L,bakeries,83,0.0,0,0
15,Jelly Bread,bakeries,144,0.0,0,2
15,Paes e Doces Jardim Europa,bakeries,172,0.0,0,0
566,Milk & Mellow Burgers,restaurants,167,3.8,12,2
566,Sallvattore,restaurants,175,4.3,6,3
566,Loup Restaurante,restaurants,213,5.0,3,0
566,Daya & Ture,restaurants,245,4.5,4,2
566,Lima Restobar,restaurants,262,5.0,1,0
566,Colher de Pau,restaurants,236,3.4,5,2
566,Riso Restaurante,restaurants,240,5.0,1,0
566,Bar do Alemão,restaurants,234,3.5,4,3
566,Original Shundi,restaurants,242,4.0,1,0
566,La Pasta & Formaggio,restaurants,245,0.0,0,2
566,Empório Itaim,bakeries,102,3.5,2,2
85,America Burger - Paulista,restaurants,196,3.7,31,2
85,Admiral's Place,restaurants,221,4.4,9,3
85,Balaio IMS,restaurants,73,4.7,3,0
85,Sal Gastronomia,restaurants,219,4.2,17,4
85,Tuella,restaurants,84,4.7,3,1
85,Recanto da Consolação,restaurants,195,4.0,5,1
85,Barões do Café,restaurants,149,4.3,3,1
85,Coffe Corner,restaurants,143,4.0,1,1
85,Lisboa Grill,restaurants,140,4.5,2,1
85,Orange Point,restaurants,158,4.1,8,1
85,Barões do Café,coffee,149,4.3,3,1
85,Lisboa Grill,bakeries,140,4.5,2,1
587,Hakka Sushi,restaurants,69,3.9,17,4
587,Spot,restaurants,168,4.2,46,3
587,Starbucks,restaurants,223,3.9,17,1
587,Mate Por Favor,restaurants,236,4.6,10,1
587,A Griffe do Filé Magnon,restaurants,117,4.3,4,1
587,Pirajá,restaurants,183,4.3,7,2
587,La Arena Parrilla,restaurants,89,5.0,2,0
587,Bob's,restaurants,66,3.0,4,1
587,Manteigaria Lisboa,restaurants,153,3.6,7,1
587,Banana Split,restaurants,139,3.8,6,1
587,Rei do Mate,coffee,134,4.0,2,1
587,Café do Ponto,coffee,236,4.5,2,2
587,Xodó da Paulista Restaurante e Lanches,bakeries,82,4.2,10,2
587,Manteigaria Lisboa,bakeries,153,3.6,7,1
587,Empório Arte Nata,bakeries,196,4.0,1,2
587,Amor Aos Pedaços,bakeries,155,0.0,0,0
587,Doceira e Confeitaria Gnt,bakeries,236,0.0,0,0
587,Paind France,bakeries,228,0.0,0,0
198,Pinati,restaurants,173,4.2,5,0
198,Lenharetto,restaurants,162,3.8,4,2
198,Sevilla,restaurants,193,0.0,0,1
198,Bar e Lanches Bardalinhois,restaurants,116,0.0,0,0
198,Buffet Esplêndido,restaurants,221,0.0,0,0
198,Sevilha Doces Paes,bakeries,206,0.0,0,0
198,Angélica Paes Doces,bakeries,222,0.0,0,0
303,Sacra Rolha,restaurants,22,4.5,11,2
303,Gamela Mineira,restaurants,27,4.0,1,2
303,Parrillada Fuego Celeste,restaurants,73,5.0,4,0
303,Zino Adega e Restaurante,restaurants,191,4.1,8,2
303,Genuíno,restaurants,86,3.3,6,2
303,Bistrô 28,restaurants,76,3.5,2,0
303,Quintal do Espeto,restaurants,126,4.0,3,2
303,Don Pancho,restaurants,186,3.2,12,2
303,Arena,restaurants,110,4.0,2,2
303,Suzaku,restaurants,110,3.7,3,2
303,Padaria Confeitaria Charme,bakeries,106,5.0,1,2
303,Amor Aos Pedaços,bakeries,84,0.0,0,0
303,Vovó Lia,bakeries,171,0.0,0,0
303,Padaria Pão Familiar,bakeries,171,0.0,0,0
100,Halim,restaurants,200,4.5,37,2
100,A Chapa,restaurants,178,3.8,25,2
100,Dinho's,restaurants,180,4.8,12,4
100,Burguer Lab,restaurants,19,3.3,4,1
100,Restaurante Boa Saúde Aspargus,restaurants,213,4.6,5,1
100,Café Cultural,restaurants,21,0.0,0,0
100,Caffè Ristoro Casa das Rosas,restaurants,107,5.0,1,1
100,O Vegetariano,restaurants,203,4.5,4,1
100,All Seasons,restaurants,155,4.0,1,1
100,Carmel Gourmet,restaurants,117,5.0,1,0
100,PanAroma Café,coffee,1,5.0,1,3
100,Café Preto,coffee,243,0.0,0,0
100,La Patisserie Café & Delícias,bakeries,151,0.0,0,0
156,Restaurante Manioca,restaurants,115,4.1,14,4
156,Piselli Sud,restaurants,168,4.4,7,4
156,Café Árabe,restaurants,175,4.2,5,2
156,Viena,restaurants,137,4.1,7,1
156,Le Jazz Brasserie - Shopping Center Iguatemi,restaurants,175,3.5,6,3
156,Starbucks,restaurants,132,4.5,2,0
156,Rodeio,restaurants,137,3.7,6,0
156,América,restaurants,112,3.0,5,2
156,Casa de Lanches Frevo,restaurants,137,4.0,1,2
156,Arábia Express,restaurants,137,4.5,2,0
156,A Loja do Chá,coffee,216,0.0,0,0
