station_id,name,distance,rating,popularity,price,hours,hours_popular,category
527,New Taste,82,,,,,,restaurants
527,Recanto Urussui,55,,,,,,restaurants
527,Mega Matte,25,,,,,,coffee shops
527,Recanto Urussui,55,,,,,,coffee shops
527,Bares e Lanches 698,24,,,,,,bakeries
527,Latine Padaria Express Ltda,92,,,,,,bakeries
163,Árvore do Pão,49,,,,,,restaurants
163,Laboratório do Sabor Gastromia,29,,,,,,restaurants
163,Lanchonete Nova Paim,31,,,,,,restaurants
163,Universal Brother,37,,,,,,restaurants
163,Pit Stop do Açaí,75,,,,,,restaurants
163,Canto da Tapioca,84,,,,,,restaurants
163,Griletto,65,,,,,,restaurants
163,O Gato Drinks e Artes,96,,,,,,restaurants
163,Estação Café,48,,,,,,coffee shops
163,Árvore do Pão,49,,,,,,bakeries
224,Vino! Pinheiros,52,,,,,,restaurants
224,da Mooca Pizza Shop,56,,,,,,restaurants
224,Tan Tan,52,,,,,,restaurants
224,Torteria - Pinheiros,67,,,,,,restaurants
224,Oak's California Burrito,43,,,,,,restaurants
224,Rendez-Vous,82,,,,,,restaurants
224,Yǒng Dim Sum Bar (Yong Dim Sum Bar),43,,,,,,restaurants
224,Rozala Cozinha Árabe,73,,,,,,restaurants
224,Hoko Restaurante,55,,,,,,restaurants
224,Temakeria & Cia,97,,,,,,restaurants
224,Coffee Walk,61,,,,,,coffee shops
224,Cantina Opus,80,,,,,,coffee shops
224,Lanchonete Cuca Real II,92,,,,,,coffee shops
224,Mundial Clinic,102,,,,,,bakeries
37,Supra di Mauro Maia,48,,,,,,restaurants
37,Espaço D Gastronomia,82,,,,,,restaurants
37,Amarelinho das Batidas,67,,,,,,restaurants
37,Huto Kohi,86,,,,,,restaurants
37,Zé Gordo,28,,,,,,restaurants
37,Xopotó,63,,,,,,restaurants
37,Nattu Restaurante,92,,,,,,restaurants
37,Fat Cow,77,,,,,,restaurants
37,Bargallo,54,,,,,,restaurants
37,Trapiche Bar,20,,,,,,restaurants
37,Espaço D Gastronomia,82,,,,,,coffee shops
37,Kopenhagen Kop Koffee,81,,,,,,coffee shops
37,Lanchonete Komilanca Ltda ME,17,,,,,,coffee shops
37,Tea Connection,43,,,,,,coffee shops
37,Battera Restaurante Japonês,79,,,,,,coffee shops
554,Osaka,30,,,,,,restaurants
554,Parigi,2,,,,,,restaurants
554,Oguru Sushi & Bar,75,,,,,,restaurants
554,La Tambouille,99,,,,,,restaurants
554,Bagatelle SP,20,,,,,,restaurants
554,Cebicheria Peruana,93,,,,,,restaurants
554,Chico Alves Restaurante,44,,,,,,restaurants
554,Forneria San Paolo,90,,,,,,restaurants
554,Skull Bar,52,,,,,,restaurants
554,Bottega Bernacca Itaim,25,,,,,,restaurants
554,Coffee 5,49,,,,,,coffee shops
285,Cora,50,,,,,,restaurants
285,Eclair Moi,55,,,,,,restaurants
285,Divina Increnca,53,,,,,,restaurants
285,Ds Delícias de Sabores,56,,,,,,restaurants
285,Domino's Republica,61,,,,,,restaurants
285,Boteco do Major,65,,,,,,restaurants
285,Restaurante Citania Ltda ME,73,,,,,,restaurants
285,Lanchonete Estrela do Sabor,86,,,,,,restaurants
285,Ocupa Centro,102,,,,,,restaurants
285,Manjar dos Deuses,84,,,,,,restaurants
285,Lógico Café,58,,,,,,coffee shops
315,Lá no Pastel,39,,,,,,restaurants
315,Bom Pastel,52,,,,,,restaurants
315,Restaurante Alto do Pilão,71,,,,,,restaurants
315,Cafe Turin,89,,,,,,restaurants
315,A Cor do Café,45,,,,,,coffee shops
122,Just Cupcakes,40,,,,,,restaurants
122,Mestrado Bar,85,,,,,,restaurants
122,Eba Delicias Naturais,45,,,,,,restaurants
122,Almazar Especialidades Árabes,41,,,,,,restaurants
122,El Zammar,33,,,,,,restaurants
122,Garagem 190,37,,,,,,restaurants
122,Come On Burger,38,,,,,,restaurants
122,Lanches No Camarim,40,,,,,,restaurants
122,Bruthus do Açaí,44,,,,,,restaurants
122,Delivery Pizza,48,,,,,,restaurants
86,Espaço Vida Saudável Paulista Herbalife cj. Nacional 18º Andar,41,,,,,,restaurants
86,The Burger Market,96,,,,,,restaurants
86,Cristallo,18,,,,,,restaurants
86,Blue Berry,28,,,,,,restaurants
86,KFC,86,,,,,,restaurants
86,Pecorino,85,,,,,,restaurants
86,Loubet Brigaderia,74,,,,,,restaurants
86,Salad Creations,93,,,,,,restaurants
86,Burger King,87,,,,,,restaurants
86,Giraffas,9,,,,,,restaurants
86,Mr. Cheney Cookies,99,,,,,,coffee shops
86,Cristallo,18,,,,,,coffee shops
86,Banana Split Vitaminas e Lanches,97,,,,,,coffee shops
86,Café d'Italia,26,,,,,,coffee shops
86,EVS - Herbalife  Lúcia e Bete,30,,,,,,coffee shops
86,Delta Expresso,34,,,,,,coffee shops
86,Espaço Vida Saudável,42,,,,,,coffee shops
86,Brunella,43,,,,,,coffee shops
86,Trodlo,44,,,,,,coffee shops
86,Espaço Herbalife Nutrition Paulista - IgniçãoFit,49,,,,,,coffee shops
86,Mundo Pão do Olivier,76,,,,,,bakeries
86,Ohbolo,69,,,,,,bakeries
86,Thanks Padaria Ltda-epp,9,,,,,,bakeries
86,Martins da Costa & Cia,9,,,,,,bakeries
561,El Tranvia - Itaim,42,,,,,,restaurants
561,Coffee Break,37,,,,,,restaurants
561,Benoah,20,,,,,,restaurants
561,Cult Gastronomia,33,,,,,,restaurants
561,Soleluna Rest,60,,,,,,restaurants
308,Zyrium Cafe,75,,,,,,restaurants
308,Garagem,84,,,,,,restaurants
308,Viva Mariana,91,,,,,,restaurants
308,Bar e Restaurante Beirute,100,,,,,,restaurants
308,Restaurante Tudo em Família,61,,,,,,restaurants
308,Margarida Café,20,,,,,,coffee shops
308,Café Soneto,58,,,,,,coffee shops
308,Zyrium Cafe,75,,,,,,coffee shops
308,Clementino Padaria Artesanal,14,,,,,,bakeries
308,La Boulange,27,,,,,,bakeries
336,Dr Apolo - Brooklin,21,,,,,,restaurants
336,Adega Alentejana,109,,,,,,restaurants
336,Lanchonete Guaraiuva,3,,,,,,restaurants
336,Café Jolly,24,,,,,,restaurants
336,James Burger,25,,,,,,restaurants
336,Mccoy's,26,,,,,,restaurants
336,A Esperança,30,,,,,,restaurants
336,Buffet Maria Fulô,31,,,,,,restaurants
336,SP Pizza,46,,,,,,restaurants
336,Florida Lancheteria,56,,,,,,restaurants
322,Cotovia Lanches,87,,,,,,restaurants
322,Em Breve Hocca Bar,60,,,,,,restaurants
322,Paleteca - A Verdadeira Paleta Mexicana,77,,,,,,restaurants
322,La Trufell & Rose Cake,77,,,,,,restaurants
322,Kappa Sushi,88,,,,,,restaurants
322,Canto da Cotovia Lanchonete,116,,,,,,restaurants
322,Liki Restaurantes Ltda,28,,,,,,restaurants
322,Newton Pimentel Ésper Epp,28,,,,,,restaurants
322,Coração Mineiro Restaurante Ltda,28,,,,,,restaurants
322,Dasmae Serviços e Alimentação Ltda,28,,,,,,restaurants
322,Coffe Shop - Pão de Açucar,20,,,,,,coffee shops
4,Balcao B,21,,,,,,restaurants
4,Restaurante Pôr do Sol,105,,,,,,restaurants
4,Stillus Burger,15,,,,,,restaurants
4,Carmani Restaurante,41,,,,,,restaurants
4,Trattoria Villa Dei Cesare,93,,,,,,restaurants
4,Boteco Faria Lima,19,,,,,,restaurants
4,Espaço de Vida Saudável - Solange,27,,,,,,restaurants
4,Bem Mineiro,101,,,,,,restaurants
4,Restaurante Coffe Break,32,,,,,,restaurants
4,Yoi! Rolls & Temaki,42,,,,,,restaurants
4,Stillus Burger,15,,,,,,coffee shops
4,Zé da Prata,67,,,,,,coffee shops
4,EVS - Espaço Vida Saudável Herbalife,67,,,,,,coffee shops
4,The Coffee,68,,,,,,coffee shops
4,PagCafé,75,,,,,,coffee shops
4,Drink's Lanches,85,,,,,,coffee shops
4,RocKafé Faria Lima,107,,,,,,coffee shops
4,Balcao B,21,,,,,,bakeries
30,Bardega,68,,,,,,restaurants
30,PF Bistrô,53,,,,,,restaurants
30,La Nouba Bistrot,84,,,,,,restaurants
30,Vine Cafe Sodexo,5,,,,,,restaurants
30,Restaurante e Lanchonete Rainha do Sao Luis,49,,,,,,restaurants
30,Peekaboo Buffet Infantil e Teens,29,,,,,,restaurants
30,Kopenhagen - Hospital São Luiz,85,,,,,,restaurants
30,La Nonba,88,,,,,,restaurants
30,Sodexho Hosp Sao Luiz 5845,49,,,,,,restaurants
30,Buffet Peekaboo Ltda ME,94,,,,,,restaurants
30,Petit Brûlée,5,,,,,,coffee shops
30,Coco Café,23,,,,,,coffee shops
30,Cosmopolitan Café & Bistrô,88,,,,,,coffee shops
30,Piacere Molise,45,,,,,,coffee shops
30,Cafe Teneriffe,52,,,,,,coffee shops
30,Café Ouro Preto,58,,,,,,coffee shops
30,Aroma Cafeteria,67,,,,,,coffee shops
30,Ponto do café I,67,,,,,,coffee shops
30,Vive Café Sodexo,30,,,,,,coffee shops
30,Liverpool Café e Chocolates,78,,,,,,coffee shops
105,Tatu Bola,50,,,,,,restaurants
105,Lucca Italian Casual,72,,,,,,restaurants
105,Amelia Restaurante,75,,,,,,restaurants
105,Kildare Irish Pub,80,,,,,,restaurants
105,Costelada Beer Festival,19,,,,,,restaurants
105,Nombe Izakaya,79,,,,,,restaurants
105,Empório Francisca,55,,,,,,restaurants
105,Lanchonete Novo Brooklin,65,,,,,,restaurants
105,Green Joy,59,,,,,,restaurants
105,Luca Restaurante,65,,,,,,restaurants
105,Café Itamaracá,42,,,,,,coffee shops
105,Coffee Hall,27,,,,,,coffee shops
105,Grand Caffee,30,,,,,,coffee shops
118,Bem Torta Biströ & Lounge,18,,,,,,restaurants
118,Mercadinho Natural,19,,,,,,restaurants
118,JP Gourmet,7,,,,,,restaurants
118,Bendito Quindim,50,,,,,,restaurants
118,1165 Village,48,,,,,,restaurants
118,Tradicional Bolos Caseiros,7,,,,,,restaurants
118,Hakka Sushi,58,,,,,,restaurants
118,Pachamama,33,,,,,,restaurants
118,Temakeria e Cia,63,,,,,,restaurants
118,Santa Receita,56,,,,,,restaurants
118,Mercadinho Natural,19,,,,,,coffee shops
118,Bendito Quindim,50,,,,,,coffee shops
118,Coffeetown,93,,,,,,coffee shops
118,Cheirin Bão,4,,,,,,coffee shops
118,Quintas do Cardoso Bar,97,,,,,,coffee shops
118,Donna Doceria,27,,,,,,coffee shops
118,EVS - Rodrigo e Roseli,38,,,,,,coffee shops
118,K-Coffee,47,,,,,,coffee shops
118,WorkStation Café Vila Olímpia,62,,,,,,coffee shops
118,EVS - Espaço Herbalife Casarão,107,,,,,,coffee shops
551,Tessen,44,,,,,,restaurants
551,Hospedaria,41,,,,,,restaurants
551,Muuburger,77,,,,,,restaurants
551,Lolla Meets Fire,91,,,,,,restaurants
551,Nozh Restaurante,94,,,,,,restaurants
551,Marach,94,,,,,,restaurants
551,Tatu Bola Bar e Grelha,81,,,,,,restaurants
551,Barakah Cozinha Árabe,71,,,,,,restaurants
551,Bassano Restaurante,33,,,,,,restaurants
551,Inazuma,74,,,,,,restaurants
551,A Bollaria,73,,,,,,coffee shops
551,EVS - Espaço Vida Saudável Herbalife,62,,,,,,coffee shops
551,EVS - Espaço Vida Saudável,11,,,,,,coffee shops
551,Abolaria,58,,,,,,coffee shops
551,Carambola's,61,,,,,,coffee shops
551,Saborea Cafe,78,,,,,,coffee shops
551,Té Y Café,88,,,,,,coffee shops
551,Princesinha da Floriano,21,,,,,,bakeries
1,Capice,50,,,,,,restaurants
1,lanchonete Teodoro,67,,,,,,restaurants
1,Gyu-don,68,,,,,,restaurants
1,Lanchonete Izidoro,89,,,,,,restaurants
1,Gramado Food,89,,,,,,restaurants
1,Bar e Lanchonete Goela Seca,101,,,,,,restaurants
1,Potato Square,26,,,,,,restaurants
1,Yakissoba Mix Restaurante,44,,,,,,restaurants
1,Café Retrô,30,,,,,,coffee shops
1,Parada Expressa,31,,,,,,coffee shops
1,Grão Espresso,67,,,,,,coffee shops
1,Lanchonete Izidoro,89,,,,,,coffee shops
1,EVS - Espaço Vida Saudável Herbalife,78,,,,,,coffee shops
1,Central Lanches,81,,,,,,coffee shops
240,Senzala Restaurante,57,,,,,,restaurants
240,Burger King,98,,,,,,restaurants
240,Leo Dolci,44,,,,,,restaurants
240,Casa do Pão de Queijo,70,,,,,,coffee shops
240,McCafé,79,,,,,,coffee shops
240,Leo Dolci,44,,,,,,bakeries
450,La Casa Bar,83,,,,,,restaurants
450,Bar do Tigrão,29,,,,,,restaurants
450,Castelinho Beer,105,,,,,,restaurants
450,Subway,71,,,,,,restaurants
450,JapoBar Temaki & Burguer,22,,,,,,restaurants
450,Girão Bar,12,,,,,,restaurants
450,Natural's - Temakeria Express,27,,,,,,restaurants
450,Vale Frango,23,,,,,,restaurants
450,Sushi Net,27,,,,,,restaurants
450,Pizzaria e Esfiharia Família Oliveira,29,,,,,,restaurants
450,Espaço Vida Saudavel Evs Barra Funda Herbalife,14,,,,,,coffee shops
450,Am Pm - Posto Agua Branca,30,,,,,,coffee shops
450,cofee break Uninove Memorial,42,,,,,,coffee shops
254,Poli - Mecânica,95,,,,,,restaurants
112,Caffé Bette,40,,,,,,restaurants
112,Charme do Brooklin,25,,,,,,restaurants
112,Cheiro Verde Grill,99,,,,,,restaurants
112,Nova Era Rotissiere,63,,,,,,restaurants
112,Na Lage,67,,,,,,restaurants
112,L&M Restaurante,87,,,,,,restaurants
112,Restaurante LM,96,,,,,,restaurants
112,Si - Delicia,96,,,,,,restaurants
112,Restaurante Panela de Minas,99,,,,,,restaurants
112,Grão Sabor,65,,,,,,coffee shops
317,Zeferina Bar & Restaurante,52,,,,,,restaurants
317,Bar da Santa,155,,,,,,restaurants
317,Lanchonete Santa Fe,7,,,,,,restaurants
317,Pizzaria manuela,9,,,,,,restaurants
317,Lanchonete Sta Fé,22,,,,,,restaurants
317,Sukya,56,,,,,,restaurants
317,Zeferina - Carnes Nobres e Cervejas Artesanais,65,,,,,,restaurants
317,Naran,70,,,,,,restaurants
317,Villa Vitto,86,,,,,,restaurants
317,Vila Vito,86,,,,,,restaurants
317,American Bar - Ed. New World Business,69,,,,,,coffee shops
76,Casa de Comida Yaya Restaurante,107,,,,,,restaurants
76,Restaurante Nóbrega Ltda,33,,,,,,restaurants
76,Galettos,58,,,,,,restaurants
76,Equipafesta,62,,,,,,restaurants
76,Panificadora Charlu Ltda,79,,,,,,restaurants
76,Café dos 20,55,,,,,,coffee shops
76,Panificadora Charlu Ltda,79,,,,,,bakeries
215,Lar Mar Bar,79,,,,,,restaurants
215,Ilo Cocina Peruana,85,,,,,,restaurants
215,Musha's Bar & Pizza,91,,,,,,restaurants
215,Azay,99,,,,,,restaurants
215,Namoranga Radio Bar,106,,,,,,restaurants
215,da Lena,84,,,,,,restaurants
215,Dona Flor Cafés Especiais,56,,,,,,coffee shops
215,Centro Clínico Pinheiros - Cafeteria,56,,,,,,coffee shops
215,Fridas Cafe,90,,,,,,coffee shops
215,Gato Pingado,94,,,,,,coffee shops
95,Halabi,24,,,,,,restaurants
95,Sushi Guen (Sushi Guen | 寿司源),56,,,,,,restaurants
95,Caffè Latte,29,,,,,,restaurants
95,Kan,67,,,,,,restaurants
95,Yakitori Mizusaka,50,,,,,,restaurants
95,Mestiço Café,25,,,,,,restaurants
95,Cafe Impresso,51,,,,,,restaurants
95,Choperia Urca,98,,,,,,restaurants
95,Burger King,42,,,,,,restaurants
95,Pizzaria Urca,93,,,,,,restaurants
95,Martins Fontes Café,34,,,,,,coffee shops
95,Starbucks,72,,,,,,coffee shops
95,Caffè Latte,29,,,,,,coffee shops
95,Mestiço Café,25,,,,,,coffee shops
95,Cafe Impresso,51,,,,,,coffee shops
95,Espaço Vida Saudável Herbalife Paulista Brigadeiro,68,,,,,,coffee shops
95,Rockafé,42,,,,,,coffee shops
95,Café com Bolo Cafeteria,80,,,,,,coffee shops
95,Cyber Café,80,,,,,,coffee shops
95,Cafe Dufran,82,,,,,,coffee shops
95,Family Padaria Ltda,43,,,,,,bakeries
